,time,u0,u10000,u20000,u30000,u40000,u50000,u60000,u70000,u80000,u90000,u100000
104,2016-03-03 06:00:00,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629,-5.67000007629
105,2016-03-03 09:00:00,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259,-5.34000015259
106,2016-03-03 12:00:00,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25
107,2016-03-03 15:00:00,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583,-3.66000008583
108,2016-03-03 18:00:00,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338,-1.09000003338
109,2016-03-03 21:00:00,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443,0.209999993443
110,2016-03-04 00:00:00,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768,-1.70000004768
111,2016-03-04 03:00:00,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927,-4.19999980927
112,2016-03-04 06:00:00,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384,-1.85000002384
113,2016-03-04 09:00:00,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139,-1.52999997139
114,2016-03-04 12:00:00,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815,-1.21000003815
